"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Stanford University"
"Institution_ID","rsc:2472"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Section_Type=Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created","2018-08-22"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018","Jun-2018"
"Exploiting the conformational-selection mechanism to control the response kinetics of a “smart” DNA hydrogel","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8an00337h","","","0003-2654","1364-5528","","The Analyst","Journal","10.1039/1364-5528/1876","","","0003-2654","1364-5528","","Total_Item_Requests","1","0","0","0","0","0","1"
"Ratiometric fluorescence detection of trace water in organic solvents based on aggregation-induced emission enhanced Cu nanoclusters","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8an00450a","","","0003-2654","1364-5528","","The Analyst","Journal","10.1039/1364-5528/1876","","","0003-2654","1364-5528","","Total_Item_Requests","1","0","0","0","0","0","1"
"Development of highly sensitive fluorescent probes for the detection of ß-galactosidase activity – application to the real-time monitoring of senescence in live cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8an00516h","","","0003-2654","1364-5528","","The Analyst","Journal","10.1039/1364-5528/1876","","","0003-2654","1364-5528","","Total_Item_Requests","2","0","0","0","0","0","2"
"Analysis of five benzophenone-type UV filters in human urine by liquid chromatography-tandem mass spectrometry","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2010","0","10.1039/b9ay00324j","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Quantification of a-polylysine: a comparison of four UV/Vis spectrophotometric methods","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2010","0","10.1039/c0ay00116c","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Determination of dissolved oxygen based on photoinduced electron transfer from quantum dots to methyl viologen","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2010","0","10.1039/c0ay00201a","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"A new capillary electrophoresis-direct chemiluminescence system for the determination of epinephrine and mechanism study","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2011","0","10.1039/c1ay05435j","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Simultaneous detection of dopamine, uric acid, and ascorbic acid using SnO2 nanoparticles/multi-walled carbon nanotubes/carbon paste electrode","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ay25401h","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Principal component analysis","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ay41907j","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Quantification of N-hydroxysuccinimide and N-hydroxysulfosuccinimide by hydrophilic interaction chromatography (HILIC)","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5ay00042d","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","3","0","0","0","0","0","3"
"Development of a fluorescence-linked immunosorbent assay for detection of avermectins using a fluorescent single-domain antibody","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5ay00305a","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Development of nanoelectrospray high resolution isotope dilution mass spectrometry for targeted quantitative analysis of urinary metabolites: application to population profiling and clinical studies","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5ay00850f","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Potentiometric determination of acid dissociation constants of novel biaryl monomers","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5ay01673h","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Effect of fluorescent staining on size measurements of polymeric nanoparticles using DLS and SAXS","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5ay02005k","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Single-cell analysis based on lab on a chip fluidic system","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5ay02029h","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Determination of sarafloxacin and its analogues in milk using an enzyme-linked immunosorbent assay based on a monoclonal antibody","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5ay02702k","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"An ultrasensitive ELISA method for the detection of procalcitonin based on magnetic beads and enzyme-antibody labeled gold nanoparticles","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5ay03298a","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Rapid detection and identification of bacterial meningitis pathogens in ex vivo clinical samples by SERS method and principal component analysis","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6ay01018k","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Whole blood analysis using microfluidic plasma separation and enzyme-linked immunosorbent assay devices","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6ay01779g","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","3","0","0","0","0","0","3"
"Rapid determination of Ti in TiO2 by ICP OES","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6ay01842d","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Novel phosphorescent Mn-doped ZnS quantum dots as a probe for the detection of l-tyrosine in human urine","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6ay02107g","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Detection of sulfide ions in the red-light region based on upconverting NaYF4:Yb,Er/NaGdF4 core–shell nanoparticles","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6ay02626e","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Online fluorescence anisotropy immunoassay for monitoring insulin secretion from islets of Langerhans","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6ay02899c","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Detection of cortisol in serum using quantitative resonance Raman spectroscopy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6ay03296f","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Determination of hydrogen peroxide using novel test strips based on plastic microcapillary film","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7ay00584a","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Microfluidic hydrodynamic trapping for single cell analysis: mechanisms, methods and applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7ay00656j","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Research on a beef tenderness detection method using a bionic mastication system based on a pressure sensor","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7ay00802c","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Methods to coalesce fluorinated Pickering emulsions","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7ay01289f","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","2","0","0","0","0","0","2"
"Rapid fluorescence detection of immunoglobulin E using an aptamer switch based on a binding-induced pyrene excimer","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7ay01308f","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","2","0","0","0","0","0","2"
"Amino acid profiling from fingerprints, a novel methodology using UPLC-MS","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7ay01603d","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Quantitative determination of multiple surfactants in water using HPLC-MS/MS","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8ay00240a","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Preparation of an OTA aptasensor based on a metal–organic framework","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8ay00758f","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","2","0","0","0","0","0","2"
"Piperazine-tuned NBD-based colorimetric and fluorescent turn-off probes for hydrogen sulfide","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8ay00797g","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Isothermal amplification of long DNA segments by quadruplex priming amplification","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8ay00843d","","","1759-9660","1759-9679","","Analytical Methods","Journal","10.1039/1759-9679/2009","","","1759-9660","1759-9679","","Total_Item_Requests","1","0","0","0","0","0","1"
"Ambient temperature synthesis of citrate stabilized and biofunctionalized, fluorescent calcium fluoride nanocrystals for targeted labeling of cancer cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2bm00127f","","","2047-4830","2047-4849","","Biomaterials Science","Journal","10.1039/2047-4849/2013","","","2047-4830","2047-4849","","Total_Item_Requests","1","0","0","0","0","0","1"
"One-pot synthesis of elastin-like polypeptide hydrogels with grafted VEGF-mimetic peptides","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3bm60293a","","","2047-4830","2047-4849","","Biomaterials Science","Journal","10.1039/2047-4849/2013","","","2047-4830","2047-4849","","Total_Item_Requests","1","0","0","0","0","0","1"
"A fluorescently labelled sialic acid for high performance intraoperative tumor detection","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4bm00028e","","","2047-4830","2047-4849","","Biomaterials Science","Journal","10.1039/2047-4849/2013","","","2047-4830","2047-4849","","Total_Item_Requests","2","0","0","0","0","0","2"
"Design of thiol–ene photoclick hydrogels using facile techniques for cell culture applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4bm00187g","","","2047-4830","2047-4849","","Biomaterials Science","Journal","10.1039/2047-4849/2013","","","2047-4830","2047-4849","","Total_Item_Requests","1","0","0","0","0","0","1"
"mRNA delivery using non-viral PCL nanoparticles","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4bm00242c","","","2047-4830","2047-4849","","Biomaterials Science","Journal","10.1039/2047-4849/2013","","","2047-4830","2047-4849","","Total_Item_Requests","3","0","0","0","0","0","3"
"The effects of poly(dimethylsiloxane) surface silanization on the mesenchymal stem cell fate","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4bm00268g","","","2047-4830","2047-4849","","Biomaterials Science","Journal","10.1039/2047-4849/2013","","","2047-4830","2047-4849","","Total_Item_Requests","2","0","0","0","0","0","2"
